##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	H2LCVDSX3_s1_2_IDT8_UDI_031_i7-IDT8_UDI_031_i5_6797-RN-0008.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	355566227
Sequences flagged as poor quality	0
Sequence length	151
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.34412302606007	37.0	37.0	37.0	37.0	37.0
2	35.6124166117723	37.0	37.0	37.0	37.0	37.0
3	35.699899355176946	37.0	37.0	37.0	37.0	37.0
4	35.72803854906051	37.0	37.0	37.0	37.0	37.0
5	35.779303370114505	37.0	37.0	37.0	37.0	37.0
6	35.777624836118086	37.0	37.0	37.0	37.0	37.0
7	35.77620225162723	37.0	37.0	37.0	37.0	37.0
8	35.724860907557456	37.0	37.0	37.0	37.0	37.0
9	35.744422177644	37.0	37.0	37.0	37.0	37.0
10-14	35.74672127564016	37.0	37.0	37.0	37.0	37.0
15-19	35.754986479635484	37.0	37.0	37.0	37.0	37.0
20-24	35.72531067187098	37.0	37.0	37.0	37.0	37.0
25-29	35.62357879281937	37.0	37.0	37.0	37.0	37.0
30-34	35.56101384398355	37.0	37.0	37.0	37.0	37.0
35-39	35.50117491614297	37.0	37.0	37.0	37.0	37.0
40-44	35.4485705077946	37.0	37.0	37.0	37.0	37.0
45-49	35.408563221050805	37.0	37.0	37.0	37.0	37.0
50-54	35.344273380047426	37.0	37.0	37.0	37.0	37.0
55-59	35.178674440303354	37.0	37.0	37.0	29.8	37.0
60-64	35.14908268889103	37.0	37.0	37.0	25.0	37.0
65-69	35.12584850247883	37.0	37.0	37.0	25.0	37.0
70-74	35.053297618730255	37.0	37.0	37.0	25.0	37.0
75-79	34.980719891037346	37.0	37.0	37.0	25.0	37.0
80-84	34.89475606129488	37.0	37.0	37.0	25.0	37.0
85-89	34.88119000852125	37.0	37.0	37.0	25.0	37.0
90-94	34.78983879816009	37.0	37.0	37.0	25.0	37.0
95-99	34.71339396415734	37.0	37.0	37.0	25.0	37.0
100-104	34.65859208895	37.0	37.0	37.0	25.0	37.0
105-109	34.531137703356734	37.0	37.0	37.0	25.0	37.0
110-114	34.50981535937608	37.0	37.0	37.0	25.0	37.0
115-119	34.43730300684604	37.0	37.0	37.0	25.0	37.0
120-124	34.348388481226586	37.0	37.0	37.0	25.0	37.0
125-129	34.23292268700199	37.0	37.0	37.0	25.0	37.0
130-134	34.07375683686629	37.0	37.0	37.0	25.0	37.0
135-139	34.03340475922085	37.0	37.0	37.0	25.0	37.0
140-144	33.94861315160847	37.0	37.0	37.0	25.0	37.0
145-149	33.831968723508716	37.0	37.0	37.0	25.0	37.0
150-151	33.45131135865724	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.1736288709703544
1101	2	-0.003155191830494175
1101	3	-0.035669794595705184
1101	4	0.003139614218603981
1101	5	-0.02630682474084267
1101	6	-0.051857231974992146
1101	7	-0.03541317875995276
1101	8	0.009015579322870337
1101	9	0.06539418229377247
1101	10-14	0.02139508216675523
1101	15-19	0.0200562092280947
1101	20-24	0.03923895077729611
1101	25-29	0.024346004936901977
1101	30-34	0.050628602280021084
1101	35-39	0.07079224626797043
1101	40-44	0.06816582521992842
1101	45-49	0.025977240023586035
1101	50-54	0.0388539718677805
1101	55-59	0.12651065737132683
1101	60-64	0.1359308760342941
1101	65-69	0.07990103722151076
1101	70-74	0.1414471356098943
1101	75-79	0.09120680980532114
1101	80-84	0.12337052087822542
1101	85-89	0.1878778443625322
1101	90-94	0.19388874570127967
1101	95-99	0.1558453004205944
1101	100-104	0.21075781678602112
1101	105-109	0.2494428808118485
1101	110-114	0.2449539972862027
1101	115-119	0.26792212003412175
1101	120-124	0.3020081166121713
1101	125-129	0.3127199658471298
1101	130-134	0.40671594169561587
1101	135-139	0.36790660202910175
1101	140-144	0.446773783647032
1101	145-149	0.41269455949317546
1101	150-151	0.5457866978753714
1102	1	-0.09151519329500957
1102	2	0.003302075558771378
1102	3	-0.03645733403514129
1102	4	0.010106686389832475
1102	5	0.02965436540274169
1102	6	-0.044050705369265586
1102	7	-0.0014690182750598524
1102	8	0.004414431499469629
1102	9	-0.034353753616741756
1102	10-14	0.02230076332305231
1102	15-19	-0.0045922649716558794
1102	20-24	0.0326003354581772
1102	25-29	0.014728643856258827
1102	30-34	0.029024004502097966
1102	35-39	0.057994509192589305
1102	40-44	0.09072037771276342
1102	45-49	0.09133020075335452
1102	50-54	0.0760925043783729
1102	55-59	0.10883268347002684
1102	60-64	0.13561508634705888
1102	65-69	0.1189472540868195
1102	70-74	0.1531017425319945
1102	75-79	0.12110326683865225
1102	80-84	0.14342779633720681
1102	85-89	0.18138231343822753
1102	90-94	0.19498273153764245
1102	95-99	0.1627673072766953
1102	100-104	0.28835146833771574
1102	105-109	0.27394263346072023
1102	110-114	0.2449845893299667
1102	115-119	0.22747541082586764
1102	120-124	0.26867713632030643
1102	125-129	0.3344599276895295
1102	130-134	0.4395018629087275
1102	135-139	0.36920797171713815
1102	140-144	0.40774693898773506
1102	145-149	0.4588634103683944
1102	150-151	0.6086824117658622
1103	1	-0.1465987139967666
1103	2	0.02653980842710979
1103	3	-0.09842895169067134
1103	4	0.030215114724811087
1103	5	-0.02493176064359659
1103	6	-0.08764446603844078
1103	7	-0.009247298217005095
1103	8	0.024666288220664967
1103	9	0.0030059135369455703
1103	10-14	0.024150611846096126
1103	15-19	0.04134557445063791
1103	20-24	0.028884071326864103
1103	25-29	0.01197763897361881
1103	30-34	0.008147290960387465
1103	35-39	0.03768106067223442
1103	40-44	0.04690207079313069
1103	45-49	0.04845130301010414
1103	50-54	0.04719938694537973
1103	55-59	0.11770056614462732
1103	60-64	0.13706598236593948
1103	65-69	0.08859554645311363
1103	70-74	0.14605146151379955
1103	75-79	0.13652457902166049
1103	80-84	0.15556029569162177
1103	85-89	0.2016532382439138
1103	90-94	0.18936208488280926
1103	95-99	0.17111274184615866
1103	100-104	0.24967715385773204
1103	105-109	0.2628410845111162
1103	110-114	0.22884535756375612
1103	115-119	0.22949611706016526
1103	120-124	0.2576117323196385
1103	125-129	0.367071471745696
1103	130-134	0.4447306005966354
1103	135-139	0.3907906791831124
1103	140-144	0.4102369854707817
1103	145-149	0.4310027722742902
1103	150-151	0.521126959382407
1104	1	-0.17036682186792262
1104	2	0.02157900972032678
1104	3	-0.029707723420187904
1104	4	0.023034894330699274
1104	5	-0.026930057160498677
1104	6	-0.030545530062752846
1104	7	-0.03502792825589296
1104	8	0.02396808154497876
1104	9	-0.020842624233615936
1104	10-14	0.02771323862808117
1104	15-19	0.044841473439291235
1104	20-24	0.0424413835791313
1104	25-29	0.015225583807719545
1104	30-34	0.001954587136815178
1104	35-39	0.07284535205861431
1104	40-44	0.07601558892410054
1104	45-49	0.07428197990081742
1104	50-54	0.062030270288587985
1104	55-59	0.09951654211862859
1104	60-64	0.13067456699434388
1104	65-69	0.1155444588386132
1104	70-74	0.13909918794409037
1104	75-79	0.14301262706328544
1104	80-84	0.1618742887270912
1104	85-89	0.15285442477460975
1104	90-94	0.17908775173757618
1104	95-99	0.1342930862317786
1104	100-104	0.23625151754266938
1104	105-109	0.27977656489935754
1104	110-114	0.1825123827283619
1104	115-119	0.20318416560762387
1104	120-124	0.24002010778144012
1104	125-129	0.33324266008118286
1104	130-134	0.44253254571066947
1104	135-139	0.3391540589985951
1104	140-144	0.401393858313817
1104	145-149	0.4259683972717454
1104	150-151	0.5323421895851581
1105	1	-0.0843668408791487
1105	2	0.03264662554806819
1105	3	0.03723040308551617
1105	4	0.06843286780549818
1105	5	-0.009034000612977877
1105	6	-0.0415575653899225
