##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	H2LCVDSX3_s1_2_IDT8_UDI_025_i7-IDT8_UDI_025_i5_6797-RN-0002.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	359239377
Sequences flagged as poor quality	0
Sequence length	151
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.42543426134491	37.0	37.0	37.0	37.0	37.0
2	35.73200546163958	37.0	37.0	37.0	37.0	37.0
3	35.793672134110174	37.0	37.0	37.0	37.0	37.0
4	35.803800787128075	37.0	37.0	37.0	37.0	37.0
5	35.843440447788105	37.0	37.0	37.0	37.0	37.0
6	35.85736564452399	37.0	37.0	37.0	37.0	37.0
7	35.86156141229473	37.0	37.0	37.0	37.0	37.0
8	35.81378330638849	37.0	37.0	37.0	37.0	37.0
9	35.83426942921126	37.0	37.0	37.0	37.0	37.0
10-14	35.834809883884205	37.0	37.0	37.0	37.0	37.0
15-19	35.842424386567174	37.0	37.0	37.0	37.0	37.0
20-24	35.812278195215775	37.0	37.0	37.0	37.0	37.0
25-29	35.71326282307855	37.0	37.0	37.0	37.0	37.0
30-34	35.65069260990284	37.0	37.0	37.0	37.0	37.0
35-39	35.592215268205415	37.0	37.0	37.0	37.0	37.0
40-44	35.53939372854441	37.0	37.0	37.0	37.0	37.0
45-49	35.4994511439652	37.0	37.0	37.0	37.0	37.0
50-54	35.437948667859985	37.0	37.0	37.0	37.0	37.0
55-59	35.27381244122356	37.0	37.0	37.0	34.6	37.0
60-64	35.24505174999232	37.0	37.0	37.0	37.0	37.0
65-69	35.22081552936219	37.0	37.0	37.0	32.2	37.0
70-74	35.14949271666285	37.0	37.0	37.0	25.0	37.0
75-79	35.07667581775146	37.0	37.0	37.0	25.0	37.0
80-84	34.991793549959304	37.0	37.0	37.0	25.0	37.0
85-89	34.97706886458608	37.0	37.0	37.0	25.0	37.0
90-94	34.88662265829506	37.0	37.0	37.0	25.0	37.0
95-99	34.81054953115565	37.0	37.0	37.0	25.0	37.0
100-104	34.75534537907853	37.0	37.0	37.0	25.0	37.0
105-109	34.62929619266097	37.0	37.0	37.0	25.0	37.0
110-114	34.606766561116714	37.0	37.0	37.0	25.0	37.0
115-119	34.53550143029003	37.0	37.0	37.0	25.0	37.0
120-124	34.44669124064315	37.0	37.0	37.0	25.0	37.0
125-129	34.333015269091725	37.0	37.0	37.0	25.0	37.0
130-134	34.17451527314056	37.0	37.0	37.0	25.0	37.0
135-139	34.13566431777884	37.0	37.0	37.0	25.0	37.0
140-144	34.05103752810483	37.0	37.0	37.0	25.0	37.0
145-149	33.93617144648372	37.0	37.0	37.0	25.0	37.0
150-151	33.55405312374762	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.13702555072919864
1101	2	0.007073352123676102
1101	3	-0.05385433361082903
1101	4	0.024120064050357826
1101	5	0.03045562116552958
1101	6	-0.03281813511894427
1101	7	-9.276563145945715E-4
1101	8	0.021639348865122088
1101	9	0.08069781434900136
1101	10-14	0.02177672590053703
1101	15-19	0.026038652402256446
1101	20-24	0.036344683834734326
1101	25-29	0.03251162195906687
1101	30-34	0.03748508539394635
1101	35-39	0.05814330077448204
1101	40-44	0.09754599711783385
1101	45-49	0.05484366210528435
1101	50-54	0.05677647007459541
1101	55-59	0.1295628287796049
1101	60-64	0.16041948281573326
1101	65-69	0.100188229682864
1101	70-74	0.1667543049045861
1101	75-79	0.12294477038964402
1101	80-84	0.14972481182164898
1101	85-89	0.18600209721753203
1101	90-94	0.22282181916311572
1101	95-99	0.1817399369012307
1101	100-104	0.25156336985644145
1101	105-109	0.2628528241953987
1101	110-114	0.2718781703089661
1101	115-119	0.28378078597842205
1101	120-124	0.31638153932197355
1101	125-129	0.3479209290862926
1101	130-134	0.4527307261384692
1101	135-139	0.3657555901064171
1101	140-144	0.46535752771700345
1101	145-149	0.46068580733641795
1101	150-151	0.5430833364323746
1102	1	-0.12092313716679115
1102	2	0.01695287031203918
1102	3	-0.044203633319312985
1102	4	-0.024250614881736965
1102	5	-0.03708738945675094
1102	6	-0.033868345581709036
1102	7	-0.05339333726961826
1102	8	0.02571962122173943
1102	9	-0.007060265841069224
1102	10-14	0.02652379451178888
1102	15-19	-0.0035964911945924882
1102	20-24	0.034205661535843035
1102	25-29	0.02556300419256985
1102	30-34	0.012689399850046357
1102	35-39	0.03608661766386234
1102	40-44	0.07907485919273682
1102	45-49	0.05619226730502902
1102	50-54	0.07462442802370362
1102	55-59	0.11654209305899599
1102	60-64	0.13325678866808488
1102	65-69	0.08658028087304359
1102	70-74	0.1478241300760672
1102	75-79	0.08928341525385974
1102	80-84	0.16152266832100537
1102	85-89	0.18824070118788683
1102	90-94	0.1770974657949651
1102	95-99	0.13924144063556554
1102	100-104	0.25151997735503784
1102	105-109	0.2689019264537649
1102	110-114	0.22708494268513846
1102	115-119	0.20513988711790887
1102	120-124	0.2518226196499498
1102	125-129	0.3378158949496495
1102	130-134	0.388282585406472
1102	135-139	0.3448633022961545
1102	140-144	0.3977413044415741
1102	145-149	0.45826884983840444
1102	150-151	0.5779368253715091
1103	1	-0.07815720786497593
1103	2	0.020597933530211776
1103	3	-0.03867232068700588
1103	4	0.03712469802189844
1103	5	-0.04993641630779422
1103	6	0.002692940972785607
1103	7	0.005032850178508852
1103	8	0.055896016345521105
1103	9	0.01595897631820975
1103	10-14	0.041135189257140325
1103	15-19	0.05213374211975008
1103	20-24	0.07048042669779164
1103	25-29	0.02558593431997025
1103	30-34	0.02835008560933261
1103	35-39	0.06854907070572125
1103	40-44	0.07507375935509941
1103	45-49	0.10195101392801575
1103	50-54	0.06822590120313521
1103	55-59	0.13342029165047364
1103	60-64	0.17290417495614463
1103	65-69	0.11489499462405206
1103	70-74	0.16678488890192256
1103	75-79	0.13514512936888678
1103	80-84	0.18378575610226733
1103	85-89	0.1989870034687229
1103	90-94	0.20382535685961756
1103	95-99	0.1723180253795107
1103	100-104	0.24530922592740723
1103	105-109	0.28452452847604803
1103	110-114	0.25178020003421864
1103	115-119	0.24464774841190007
1103	120-124	0.2832513510111383
1103	125-129	0.3730517384114975
1103	130-134	0.464661670231159
1103	135-139	0.4269985508332894
1103	140-144	0.43974050112100116
1103	145-149	0.509246744281981
1103	150-151	0.5647993768485051
1104	1	-0.0940124895787946
1104	2	0.013598369588052606
1104	3	-0.026921023852679582
1104	4	0.06569450737284654
1104	5	0.01328190103970428
1104	6	-0.02597257518683449
1104	7	0.0092555817031581
1104	8	0.024377342642061706
1104	9	0.037806479940059035
1104	10-14	0.04439338101860102
1104	15-19	0.0536094225760948
1104	20-24	0.04537801205064085
1104	25-29	0.037052020623519866
1104	30-34	0.014288928339780682
1104	35-39	0.0615829945444446
1104	40-44	0.0784616232799209
1104	45-49	0.09124268232118027
1104	50-54	0.057967557500923306
1104	55-59	0.12234908515269893
1104	60-64	0.14764755917497752
1104	65-69	0.1366967799873251
1104	70-74	0.1586381110069297
1104	75-79	0.13414251319517945
1104	80-84	0.1728290583653802
1104	85-89	0.16623398506143872
1104	90-94	0.19531737631556467
1104	95-99	0.1638685889052951
1104	100-104	0.2432120590844633
1104	105-109	0.2704189692432948
1104	110-114	0.2260715118807184
1104	115-119	0.20879341837829202
1104	120-124	0.27599667915951187
1104	125-129	0.3308177048574876
1104	130-134	0.4679061577175503
1104	135-139	0.34369008872516105
1104	140-144	0.4336049739905192
1104	145-149	0.44109683555112866
1104	150-151	0.5822524017412505
1105	1	-0.05579173526041359
1105	2	0.08750645487663888
1105	3	0.020694500837308283
1105	4	0.08892271770771032
1105	5	0.05771924854005306
1105	6	0.017898463052297586
1105	7	0.039140389067178205
1105	8	0.07325345826243534
1105	9	0.05200419535842826
1105	10-14	0.07958761758041533
1105	15-19	0.0746999400749786
1105	20-24	0.094485387928394
1105	25-29	0.08184588673134385
1105	30-34	0.0935626761769015
1105	35-39	0.11583544094191467
1105	40-44	0.11891752779932574
1105	45-49	0.12763380801027324
1105	50-54	0.11448847746790136
1105	55-59	0.18413863397525176
1105	60-64	0.17405885554391887
1105	65-69	0.1738844236041146
1105	70-74	0.20784141492924846
1105	75-79	0.21759418241558848
1105	80-84	0.25351723830419104
1105	85-89	0.21749973914603515
1105	90-94	0.24474927250609113
1105	95-99	0.23319363067827226
1105	100-104	0.3158694227923604
1105	105-109	0.33806578431478584
1105	110-114	0.2770234061586123
1105	115-119	0.32008324342920247
1105	120-124	0.34543831783776824
1105	125-129	0.410871873745414
1105	130-134	0.4997856431528547
1105	135-139	0.42301085005184547
1105	140-144	0.44934127953816727
1105	145-149	0.45598225680030424
1105	150-151	0.5553628456121444
1106	1	-0.07277890305945078
1106	2	0.011570330461722733
1106	3	-0.003648193291461155
1106	4	0.014108163833917331
1106	5	-0.02942770260062133
1106	6	-0.04607855608906419
1106	7	-0.010704713997448323
1106	8	0.06352431030530425
1106	9	0.03327243489512455
1106	10-14	0.00531591405050591
1106	15-19	0.023324842349019548
1106	20-24	0.047337680158832995
1106	25-29	0.03720532854902103
1106	30-34	0.034511129655868444
1106	35-39	0.06218723622198752
1106	40-44	0.047416989283618705
1106	45-49	0.06114369154500565
1106	50-54	0.08378647075670642
1106	55-59	0.11417101214071579
1106	60-64	0.13082363581633416
1106	65-69	0.11649644749274302
1106	70-74	0.1499136802161658
1106	75-79	0.1420230518357215
1106	80-84	0.189119685253182
1106	85-89	0.14408285480601535
1106	90-94	0.25300514741025637
1106	95-99	0.17500362980988626
1106	100-104	0.2576849976026594
1106	105-109	0.2684364763613942
1106	110-114	0.2384685409766405
1106	115-119	0.22580282575488297
1106	120-124	0.2846329655909088
1106	125-129	0.32478462475719283
1106	130-134	0.40179324489039914
1106	135-139	0.3600505505785563
1106	140-144	0.4085252574129825
1106	145-149	0.46190893939456856
1106	150-151	0.57640087655016
1107	1	-0.0705469260239866
1107	2	0.01438523656884172
1107	3	-0.02760395565630347
1107	4	0.05424939060247169
1107	5	-0.004468883060710027
1107	6	0.015364524908804356
1107	7	-0.01794859670458493
1107	8	0.031949791349703105
1107	9	0.035727445604607055
1107	10-14	0.03892783383070508
1107	15-19	0.023460608992898813
1107	20-24	0.03425981163889702
1107	25-29	0.01473176025578482
1107	30-34	0.03179929983789975
1107	35-39	0.06459177630701163
1107	40-44	0.08442771048941466
1107	45-49	0.0657233774141801
1107	50-54	0.0778924594333219
1107	55-59	0.10792123936228393
1107	60-64	0.12199127387926723
1107	65-69	0.11199557681636207
1107	70-74	0.10808497874414513
1107	75-79	0.14274801985452257
1107	80-84	0.1868129758328081
1107	85-89	0.13706254235533066
1107	90-94	0.24399091856246002
1107	95-99	0.13452243424314503
1107	100-104	0.22495507788431723
1107	105-109	0.2635341450717732
1107	110-114	0.2020661461919886
1107	115-119	0.23468635826428397
1107	120-124	0.26093031075139805
1107	125-129	0.3018437509443359
1107	130-134	0.45120740097416245
1107	135-139	0.3031797528702498
1107	140-144	0.35311312184762045
1107	145-149	0.3861489008496193
1107	150-151	0.5554986102082751
1108	1	-0.08529651318461617
1108	2	0.03537649729726411
1108	3	-0.0914802542514579
1108	4	-0.018373321533886156
1108	5	-0.07043370218200096
1108	6	-0.054251400425457064
1108	7	0.007071085110105457
1108	8	-0.006412012142320123
1108	9	-0.03276409082882026
1108	10-14	0.026553132637957333
1108	15-19	0.027198984156271422
1108	20-24	0.027809163274305604
1108	25-29	0.0194215602857426
