##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	H2LCVDSX3_s1_2_IDT8_UDI_027_i7-IDT8_UDI_027_i5_6797-RN-0004.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	393327764
Sequences flagged as poor quality	0
Sequence length	151
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.485139129410655	37.0	37.0	37.0	37.0	37.0
2	35.75229172736456	37.0	37.0	37.0	37.0	37.0
3	35.79539897671704	37.0	37.0	37.0	37.0	37.0
4	35.80343510660488	37.0	37.0	37.0	37.0	37.0
5	35.866524832963485	37.0	37.0	37.0	37.0	37.0
6	35.85910378805601	37.0	37.0	37.0	37.0	37.0
7	35.83956835043051	37.0	37.0	37.0	37.0	37.0
8	35.80251188166824	37.0	37.0	37.0	37.0	37.0
9	35.82021877306378	37.0	37.0	37.0	37.0	37.0
10-14	35.82596128708575	37.0	37.0	37.0	37.0	37.0
15-19	35.82888512543447	37.0	37.0	37.0	37.0	37.0
20-24	35.80526620846425	37.0	37.0	37.0	37.0	37.0
25-29	35.70153470122185	37.0	37.0	37.0	37.0	37.0
30-34	35.64252114071459	37.0	37.0	37.0	37.0	37.0
35-39	35.58543194830254	37.0	37.0	37.0	37.0	37.0
40-44	35.53065997598888	37.0	37.0	37.0	37.0	37.0
45-49	35.49036546019162	37.0	37.0	37.0	37.0	37.0
50-54	35.42887484240752	37.0	37.0	37.0	37.0	37.0
55-59	35.26642888753717	37.0	37.0	37.0	34.6	37.0
60-64	35.23635139572807	37.0	37.0	37.0	32.2	37.0
65-69	35.21326241388848	37.0	37.0	37.0	27.4	37.0
70-74	35.14042437848349	37.0	37.0	37.0	25.0	37.0
75-79	35.06873295880532	37.0	37.0	37.0	25.0	37.0
80-84	34.98316355262427	37.0	37.0	37.0	25.0	37.0
85-89	34.96875933324656	37.0	37.0	37.0	25.0	37.0
90-94	34.8776617111626	37.0	37.0	37.0	25.0	37.0
95-99	34.80227176945485	37.0	37.0	37.0	25.0	37.0
100-104	34.74626624628512	37.0	37.0	37.0	25.0	37.0
105-109	34.6209895683845	37.0	37.0	37.0	25.0	37.0
110-114	34.59775549432102	37.0	37.0	37.0	25.0	37.0
115-119	34.52634125873708	37.0	37.0	37.0	25.0	37.0
120-124	34.43758376944883	37.0	37.0	37.0	25.0	37.0
125-129	34.32308498618979	37.0	37.0	37.0	25.0	37.0
130-134	34.16537522380444	37.0	37.0	37.0	25.0	37.0
135-139	34.12477861084833	37.0	37.0	37.0	25.0	37.0
140-144	34.0397478821251	37.0	37.0	37.0	25.0	37.0
145-149	33.923567207932976	37.0	37.0	37.0	25.0	37.0
150-151	33.543040978922605	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.11199361316351286
1101	2	0.04138674211587556
1101	3	-0.09720135581814304
1101	4	0.013630515668317855
1101	5	-0.01654938481835444
1101	6	-0.06821699183700503
1101	7	-0.03240674385047981
1101	8	-0.041131053506241244
1101	9	0.006987968081169527
1101	10-14	-6.898237266454998E-4
1101	15-19	7.089891133844617E-4
1101	20-24	0.004995632090889046
1101	25-29	-0.004542847631952895
1101	30-34	-0.007293989286324631
1101	35-39	0.031778021414346824
1101	40-44	0.044734433200503076
1101	45-49	0.017062424138174492
1101	50-54	0.04278233216566463
1101	55-59	0.11041929018630725
1101	60-64	0.12534506097907894
1101	65-69	0.10390402082536099
1101	70-74	0.1434917103509008
1101	75-79	0.09044957027347067
1101	80-84	0.15009955450536694
1101	85-89	0.1426236455285519
1101	90-94	0.19261299171374446
1101	95-99	0.13265599662846483
1101	100-104	0.210942912102432
1101	105-109	0.22829517981170966
1101	110-114	0.23712282745277946
1101	115-119	0.23877063239870466
1101	120-124	0.2656967426253942
1101	125-129	0.30748591157851735
1101	130-134	0.394237130681681
1101	135-139	0.33220727465731414
1101	140-144	0.42310123085319873
1101	145-149	0.41615714167252094
1101	150-151	0.5641021760842335
1102	1	-0.1170479058324787
1102	2	-0.0038722818895777777
1102	3	-0.06186536816415611
1102	4	-0.048899511365071646
1102	5	0.005842337062482272
1102	6	-0.07930679025872678
1102	7	-0.08680806880465752
1102	8	0.011197065257007921
1102	9	-0.017692863679506843
1102	10-14	-0.004486972513298326
1102	15-19	-0.005612789695412346
1102	20-24	0.024256184846713325
1102	25-29	-0.0014504187482202724
1102	30-34	-0.0029416947757212597
1102	35-39	0.051534658594832194
1102	40-44	0.058072189988465084
1102	45-49	0.062496502425133826
1102	50-54	0.06417506782198501
1102	55-59	0.09833382034236138
1102	60-64	0.14586726039408404
1102	65-69	0.09655340676893331
1102	70-74	0.17014381023074776
1102	75-79	0.09470779541714336
1102	80-84	0.15346728952494004
1102	85-89	0.1517913066668939
1102	90-94	0.1692854228767544
1102	95-99	0.13871325588745975
1102	100-104	0.23397931562188035
1102	105-109	0.2393211101919448
1102	110-114	0.20980290180994388
1102	115-119	0.21924328825436845
1102	120-124	0.2642065391396571
1102	125-129	0.3402557588875226
1102	130-134	0.4096279956963471
1102	135-139	0.35146358956018275
1102	140-144	0.421413414582851
1102	145-149	0.44452745807347327
1102	150-151	0.5494268184880866
1103	1	-0.13058439864911975
1103	2	-0.013768475345401043
1103	3	-0.02167709042232957
1103	4	0.04402856816995637
1103	5	-0.01586496138531146
1103	6	-0.018027804423731197
1103	7	-0.01710806964801037
1103	8	0.026720250054815153
1103	9	-0.008602189320519926
1103	10-14	0.0013747758022120138
1103	15-19	0.009215334652942886
1103	20-24	0.0290067200013695
1103	25-29	-0.005625817311205594
1103	30-34	0.0047516243199439145
1103	35-39	0.03574428464335
1103	40-44	0.055992552829614795
